state,county,fips,year,office,party,candidate,candidatevotes_sum
Alabama,Madison,01089,2000,President,democrat,Al Gore,48199
Alabama,Madison,01089,2000,President,republican,George W. Bush,62151
Alabama,Madison,01089,2004,President,democrat,John Kerry,52644
Alabama,Madison,01089,2004,President,republican,George W. Bush,77173
Alabama,Madison,01089,2008,President,democrat,Barack Obama,64117
Alabama,Madison,01089,2008,President,republican,John McCain,86965
Alabama,Madison,01089,2012,President,democrat,Barack Obama,62015
Alabama,Madison,01089,2012,President,republican,Mitt Romney,90884
Alabama,Madison,01089,2016,President,democrat,Hillary Clinton,62822
Alabama,Madison,01089,2016,President,republican,Donald Trump,89520
Alabama,Marengo,01091,2000,President,democrat,Al Gore,4841
Alabama,Marengo,01091,2000,President,republican,George W. Bush,4690
Alabama,Marengo,01091,2004,President,democrat,John Kerry,5037
Alabama,Marengo,01091,2004,President,republican,George W. Bush,5255
Alabama,Marengo,01091,2008,President,democrat,Barack Obama,5926
Alabama,Marengo,01091,2008,President,republican,John McCain,5516
Alabama,Marengo,01091,2012,President,democrat,Barack Obama,6167
Alabama,Marengo,01091,2012,President,republican,Mitt Romney,5336
Alabama,Marengo,01091,2016,President,democrat,Hillary Clinton,5615
Alabama,Marengo,01091,2016,President,republican,Donald Trump,5233
Alabama,Marion,01093,2000,President,democrat,Al Gore,4600
Alabama,Marion,01093,2000,President,republican,George W. Bush,6910
Alabama,Marion,01093,2004,President,democrat,John Kerry,3808
Alabama,Marion,01093,2004,President,republican,George W. Bush,8983
Alabama,Marion,01093,2008,President,democrat,Barack Obama,2600
Alabama,Marion,01093,2008,President,republican,John McCain,9536
Alabama,Marion,01093,2012,President,democrat,Barack Obama,2249
Alabama,Marion,01093,2012,President,republican,Mitt Romney,9697
Alabama,Marion,01093,2016,President,democrat,Hillary Clinton,1432
Alabama,Marion,01093,2016,President,republican,Donald Trump,11274
Alabama,Marshall,01095,2000,President,democrat,Al Gore,10381
Alabama,Marshall,01095,2000,President,republican,George W. Bush,17084
Alabama,Marshall,01095,2004,President,democrat,John Kerry,8452
Alabama,Marshall,01095,2004,President,republican,George W. Bush,22783
Alabama,Marshall,01095,2008,President,democrat,Barack Obama,7038
Alabama,Marshall,01095,2008,President,republican,John McCain,25727
Alabama,Marshall,01095,2012,President,democrat,Barack Obama,6299
Alabama,Marshall,01095,2012,President,republican,Mitt Romney,25867
Alabama,Marshall,01095,2016,President,democrat,Hillary Clinton,4917
Alabama,Marshall,01095,2016,President,republican,Donald Trump,29233
Alabama,Mobile,01097,2000,President,democrat,Al Gore,58640
Alabama,Mobile,01097,2000,President,republican,George W. Bush,78162
Alabama,Mobile,01097,2004,President,democrat,John Kerry,63732
Alabama,Mobile,01097,2004,President,republican,George W. Bush,92014
Alabama,Mobile,01097,2008,President,democrat,Barack Obama,82181
Alabama,Mobile,01097,2008,President,republican,John McCain,98049
Alabama,Mobile,01097,2012,President,democrat,Barack Obama,78760
Alabama,Mobile,01097,2012,President,republican,Mitt Romney,94893
Alabama,Mobile,01097,2016,President,democrat,Hillary Clinton,72186
Alabama,Mobile,01097,2016,President,republican,Donald Trump,95116
Alabama,Monroe,01099,2000,President,democrat,Al Gore,3741
Alabama,Monroe,01099,2000,President,republican,George W. Bush,5153
Alabama,Monroe,01099,2004,President,democrat,John Kerry,3666
Alabama,Monroe,01099,2004,President,republican,George W. Bush,5831
Alabama,Monroe,01099,2008,President,democrat,Barack Obama,5025
Alabama,Monroe,01099,2008,President,republican,John McCain,6175
Alabama,Monroe,01099,2012,President,democrat,Barack Obama,4914
Alabama,Monroe,01099,2012,President,republican,Mitt Romney,5741
Alabama,Monroe,01099,2016,President,democrat,Hillary Clinton,4332
Alabama,Monroe,01099,2016,President,republican,Donald Trump,5795
Alabama,Montgomery,01101,2000,President,democrat,Al Gore,40371
Alabama,Montgomery,01101,2000,President,republican,George W. Bush,38827
Alabama,Montgomery,01101,2004,President,democrat,John Kerry,45160
Alabama,Montgomery,01101,2004,President,republican,George W. Bush,44097
Alabama,Montgomery,01101,2008,President,democrat,Barack Obama,62166
Alabama,Montgomery,01101,2008,President,republican,John McCain,42031
Alabama,Montgomery,01101,2012,President,democrat,Barack Obama,63085
Alabama,Montgomery,01101,2012,President,republican,Mitt Romney,38332
Alabama,Montgomery,01101,2016,President,democrat,Hillary Clinton,58916
Alabama,Montgomery,01101,2016,President,republican,Donald Trump,34003
Alabama,Morgan,01103,2000,President,democrat,Al Gore,16060
Alabama,Morgan,01103,2000,President,republican,George W. Bush,25774
Alabama,Morgan,01103,2004,President,democrat,John Kerry,14131
Alabama,Morgan,01103,2004,President,republican,George W. Bush,32477
Alabama,Morgan,01103,2008,President,democrat,Barack Obama,13895
Alabama,Morgan,01103,2008,President,republican,John McCain,36014
Alabama,Morgan,01103,2012,President,democrat,Barack Obama,13439
Alabama,Morgan,01103,2012,President,republican,Mitt Romney,35391
Alabama,Morgan,01103,2016,President,democrat,Hillary Clinton,11254
Alabama,Morgan,01103,2016,President,republican,Donald Trump,37486
Alabama,Perry,01105,2000,President,democrat,Al Gore,4020
Alabama,Perry,01105,2000,President,republican,George W. Bush,1732
Alabama,Perry,01105,2004,President,democrat,John Kerry,3767
Alabama,Perry,01105,2004,President,republican,George W. Bush,1738
Alabama,Perry,01105,2008,President,democrat,Barack Obama,4457
Alabama,Perry,01105,2008,President,republican,John McCain,1679
Alabama,Perry,01105,2012,President,democrat,Barack Obama,4568
Alabama,Perry,01105,2012,President,republican,Mitt Romney,1506
Alabama,Perry,01105,2016,President,democrat,Hillary Clinton,3824
Alabama,Perry,01105,2016,President,republican,Donald Trump,1407
Alabama,Pickens,01107,2000,President,democrat,Al Gore,4143
Alabama,Pickens,01107,2000,President,republican,George W. Bush,4306
Alabama,Pickens,01107,2004,President,democrat,John Kerry,3915
Alabama,Pickens,01107,2004,President,republican,George W. Bush,5170
Alabama,Pickens,01107,2008,President,democrat,Barack Obama,4594
Alabama,Pickens,01107,2008,President,republican,John McCain,5434
Alabama,Pickens,01107,2012,President,democrat,Barack Obama,4455
Alabama,Pickens,01107,2012,President,republican,Mitt Romney,5124
Alabama,Pickens,01107,2016,President,democrat,Hillary Clinton,3972
Alabama,Pickens,01107,2016,President,republican,Donald Trump,5456
Alabama,Pike,01109,2000,President,democrat,Al Gore,4357
Alabama,Pike,01109,2000,President,republican,George W. Bush,6058
Alabama,Pike,01109,2004,President,democrat,John Kerry,4334
Alabama,Pike,01109,2004,President,republican,George W. Bush,7483
Alabama,Pike,01109,2008,President,democrat,Barack Obama,5879
Alabama,Pike,01109,2008,President,republican,John McCain,8004
Alabama,Pike,01109,2012,President,democrat,Barack Obama,6035
Alabama,Pike,01109,2012,President,republican,Mitt Romney,7963
Alabama,Pike,01109,2016,President,democrat,Hillary Clinton,5056
Alabama,Pike,01109,2016,President,republican,Donald Trump,7693
Alabama,Randolph,01111,2000,President,democrat,Al Gore,3094
Alabama,Randolph,01111,2000,President,republican,George W. Bush,4666
Alabama,Randolph,01111,2004,President,democrat,John Kerry,2817
Alabama,Randolph,01111,2004,President,republican,George W. Bush,6127
Alabama,Randolph,01111,2008,President,democrat,Barack Obama,3064
Alabama,Randolph,01111,2008,President,republican,John McCain,7175
Alabama,Randolph,01111,2012,President,democrat,Barack Obama,3078
Alabama,Randolph,01111,2012,President,republican,Mitt Romney,7224
Alabama,Randolph,01111,2016,President,democrat,Hillary Clinton,2291
Alabama,Randolph,01111,2016,President,republican,Donald Trump,7705
Alabama,Russell,01113,2000,President,democrat,Al Gore,8396
Alabama,Russell,01113,2000,President,republican,George W. Bush,6198
Alabama,Russell,01113,2004,President,democrat,John Kerry,8375
Alabama,Russell,01113,2004,President,republican,George W. Bush,8337
Alabama,Russell,01113,2008,President,democrat,Barack Obama,10085
Alabama,Russell,01113,2008,President,republican,John McCain,8705
Alabama,Russell,01113,2012,President,democrat,Barack Obama,10500
Alabama,Russell,01113,2012,President,republican,Mitt Romney,8278
Alabama,Russell,01113,2016,President,democrat,Hillary Clinton,9579
Alabama,Russell,01113,2016,President,republican,Donald Trump,9210
Alabama,Shelby,01117,2000,President,democrat,Al Gore,13183
Alabama,Shelby,01117,2000,President,republican,George W. Bush,47651
Alabama,Shelby,01117,2004,President,democrat,John Kerry,14850
Alabama,Shelby,01117,2004,President,republican,George W. Bush,63435
Alabama,Shelby,01117,2008,President,democrat,Barack Obama,20625
Alabama,Shelby,01117,2008,President,republican,John McCain,69060
Alabama,Shelby,01117,2012,President,democrat,Barack Obama,20051
Alabama,Shelby,01117,2012,President,republican,Mitt Romney,71436
Alabama,Shelby,01117,2016,President,democrat,Hillary Clinton,22977
Alabama,Shelby,01117,2016,President,republican,Donald Trump,73020
Alabama,St. Clair,01115,2000,President,democrat,Al Gore,6485
Alabama,St. Clair,01115,2000,President,republican,George W. Bush,17117
Alabama,St. Clair,01115,2004,President,democrat,John Kerry,5456
Alabama,St. Clair,01115,2004,President,republican,George W. Bush,23500
Alabama,St. Clair,01115,2008,President,democrat,Barack Obama,6091
Alabama,St. Clair,01115,2008,President,republican,John McCain,27649
Alabama,St. Clair,01115,2012,President,democrat,Barack Obama,5801
Alabama,St. Clair,01115,2012,President,republican,Mitt Romney,29031
Alabama,St. Clair,01115,2016,President,democrat,Hillary Clinton,5589
Alabama,St. Clair,01115,2016,President,republican,Donald Trump,31651
Alabama,Sumter,01119,2000,President,democrat,Al Gore,4415
Alabama,Sumter,01119,2000,President,republican,George W. Bush,1629
Alabama,Sumter,01119,2004,President,democrat,John Kerry,4527
Alabama,Sumter,01119,2004,President,republican,George W. Bush,1880
Alabama,Sumter,01119,2008,President,democrat,Barack Obama,5264
Alabama,Sumter,01119,2008,President,republican,John McCain,1731
Alabama,Sumter,01119,2012,President,democrat,Barack Obama,5421
Alabama,Sumter,01119,2012,President,republican,Mitt Romney,1586
Alabama,Sumter,01119,2016,President,democrat,Hillary Clinton,4746
Alabama,Sumter,01119,2016,President,republican,Donald Trump,1581
Alabama,Talladega,01121,2000,President,democrat,Al Gore,11264
Alabama,Talladega,01121,2000,President,republican,George W. Bush,13807
Alabama,Talladega,01121,2004,President,democrat,John Kerry,11374
Alabama,Talladega,01121,2004,President,republican,George W. Bush,18331
Alabama,Talladega,01121,2008,President,democrat,Barack Obama,13779
Alabama,Talladega,01121,2008,President,republican,John McCain,20112
Alabama,Talladega,01121,2012,President,democrat,Barack Obama,13905
Alabama,Talladega,01121,2012,President,republican,Mitt Romney,19246
Alabama,Talladega,01121,2016,President,democrat,Hillary Clinton,12121
Alabama,Talladega,01121,2016,President,republican,Donald Trump,20614
Alabama,Tallapoosa,01123,2000,President,democrat,Al Gore,6183
Alabama,Tallapoosa,01123,2000,President,republican,George W. Bush,9805
Alabama,Tallapoosa,01123,2004,President,democrat,John Kerry,5451
Alabama,Tallapoosa,01123,2004,President,republican,George W. Bush,12392
Alabama,Tallapoosa,01123,2008,President,democrat,Barack Obama,6063
Alabama,Tallapoosa,01123,2008,President,republican,John McCain,13116
Alabama,Tallapoosa,01123,2012,President,democrat,Barack Obama,6319
Alabama,Tallapoosa,01123,2012,President,republican,Mitt Romney,12396
Alabama,Tallapoosa,01123,2016,President,democrat,Hillary Clinton,5519
Alabama,Tallapoosa,01123,2016,President,republican,Donald Trump,13594
Alabama,Tuscaloosa,01125,2000,President,democrat,Al Gore,24614
Alabama,Tuscaloosa,01125,2000,President,republican,George W. Bush,34003
Alabama,Tuscaloosa,01125,2004,President,democrat,John Kerry,26447
Alabama,Tuscaloosa,01125,2004,President,republican,George W. Bush,42877
Alabama,Tuscaloosa,01125,2008,President,democrat,Barack Obama,32796
Alabama,Tuscaloosa,01125,2008,President,republican,John McCain,45405
Alabama,Tuscaloosa,01125,2012,President,democrat,Barack Obama,32048
Alabama,Tuscaloosa,01125,2012,President,republican,Mitt Romney,45748
Alabama,Tuscaloosa,01125,2016,President,democrat,Hillary Clinton,31762
Alabama,Tuscaloosa,01125,2016,President,republican,Donald Trump,47723
Alabama,Walker,01127,2000,President,democrat,Al Gore,11621
Alabama,Walker,01127,2000,President,republican,George W. Bush,13486
Alabama,Walker,01127,2004,President,democrat,John Kerry,9016
Alabama,Walker,01127,2004,President,republican,George W. Bush,19167
Alabama,Walker,01127,2008,President,democrat,Barack Obama,7420
Alabama,Walker,01127,2008,President,republican,John McCain,20722
Alabama,Walker,01127,2012,President,democrat,Barack Obama,6557
Alabama,Walker,01127,2012,President,republican,Mitt Romney,21651
Alabama,Walker,01127,2016,President,democrat,Hillary Clinton,4497
Alabama,Walker,01127,2016,President,republican,Donald Trump,24266
Alabama,Washington,01129,2000,President,democrat,Al Gore,3386
Alabama,Washington,01129,2000,President,republican,George W. Bush,4117
Alabama,Washington,01129,2004,President,democrat,John Kerry,3145
Alabama,Washington,01129,2004,President,republican,George W. Bush,5060
Alabama,Washington,01129,2008,President,democrat,Barack Obama,3067
Alabama,Washington,01129,2008,President,republican,John McCain,5654
Alabama,Washington,01129,2012,President,democrat,Barack Obama,2976
Alabama,Washington,01129,2012,President,republican,Mitt Romney,5761
Alabama,Washington,01129,2016,President,democrat,Hillary Clinton,2374
Alabama,Washington,01129,2016,President,republican,Donald Trump,6042
Alabama,Wilcox,01131,2000,President,democrat,Al Gore,3444
Alabama,Wilcox,01131,2000,President,republican,George W. Bush,1661
Alabama,Wilcox,01131,2004,President,democrat,John Kerry,3838
Alabama,Wilcox,01131,2004,President,republican,George W. Bush,1834
Alabama,Wilcox,01131,2008,President,democrat,Barack Obama,4612
Alabama,Wilcox,01131,2008,President,republican,John McCain,1868
Alabama,Wilcox,01131,2012,President,democrat,Barack Obama,4868
Alabama,Wilcox,01131,2012,President,republican,Mitt Romney,1679
Alabama,Wilcox,01131,2016,President,democrat,Hillary Clinton,4339
Alabama,Wilcox,01131,2016,President,republican,Donald Trump,1737
Alabama,Winston,01133,2000,President,democrat,Al Gore,2692
Alabama,Winston,01133,2000,President,republican,George W. Bush,6413
Alabama,Winston,01133,2004,President,democrat,John Kerry,2236
Alabama,Winston,01133,2004,President,republican,George W. Bush,8130
Alabama,Winston,01133,2008,President,democrat,Barack Obama,1757
Alabama,Winston,01133,2008,President,republican,John McCain,8103
Alabama,Winston,01133,2012,President,democrat,Barack Obama,1286
Alabama,Winston,01133,2012,President,republican,Mitt Romney,8312
Alabama,Winston,01133,2016,President,democrat,Hillary Clinton,872
Alabama,Winston,01133,2016,President,republican,Donald Trump,9228
Alaska,District 1,02001,2000,President,democrat,Al Gore,1284
Alaska,District 1,02001,2000,President,republican,George W. Bush,4681
Alaska,District 1,02001,2004,President,democrat,John Kerry,3662
Alaska,District 1,02001,2004,President,republican,George W. Bush,6303
Alaska,District 1,02001,2008,President,democrat,Barack Obama,2597
Alaska,District 1,02001,2008,President,republican,John McCain,4149
Alaska,District 1,02001,2012,President,democrat,Barack Obama,1518
Alaska,District 1,02001,2012,President,republican,Mitt Romney,5899
Alaska,District 1,02001,2016,President,democrat,Hillary Clinton,2573
Alaska,District 1,02001,2016,President,republican,Donald Trump,3180
Alaska,District 10,02010,2000,President,democrat,Al Gore,2194
Alaska,District 10,02010,2000,President,republican,George W. Bush,5673
Alaska,District 10,02010,2004,President,democrat,John Kerry,3670
Alaska,District 10,02010,2004,President,republican,George W. Bush,6745
Alaska,District 10,02010,2008,President,democrat,Barack Obama,2074
Alaska,District 10,02010,2008,President,republican,John McCain,3392
Alaska,District 10,02010,2012,President,democrat,Barack Obama,1344
Alaska,District 10,02010,2012,President,republican,Mitt Romney,4928
Alaska,District 10,02010,2016,President,democrat,Hillary Clinton,1808
Alaska,District 10,02010,2016,President,republican,Donald Trump,6255
Alaska,District 11,02011,2000,President,democrat,Al Gore,2043
Alaska,District 11,02011,2000,President,republican,George W. Bush,3960
